Location Type,Descriptor,Complaint Type
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
Street,Street Cleaning - ASP,Street Sign - Damaged
,Noise, Ice Cream Truck (NR4),Noise
Street/Sidewalk,No Access,Blocked Driveway
Street/Sidewalk,Loud Music/Party,Noise - Street/Sidewalk
Street,Coin or Card Did Not Register,Broken Muni Meter
Street/Sidewalk,Partial Access,Blocked Driveway
Street/Sidewalk,With License Plate,Derelict Vehicle
,Pothole,Street Condition
,Driver Complaint,Taxi Complaint
Street,Street Cleaning - ASP,Street Sign - Damaged
3+ Family Apt. Building,Rat Sighting,Rodent
,Driver Complaint,Taxi Complaint
Store/Commercial,Loud Music/Party,Noise - Commercial
Street,Out of Order,Broken Muni Meter
Street,Cave-in,Street Condition
,Noise, Barking Dog (NR5),Noise
Street,Street Cleaning - ASP,Street Sign - Damaged
Street,No Receipt,Broken Muni Meter
,Pothole,Street Condition
Street,Driver Complaint,Taxi Complaint
Street,St Name - Attached to Pole,Street Sign - Damaged
Street,Stop,Street Sign - Damaged
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Street,Stop,Street Sign - Missing
,Dirty Water (WE),Water System
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
,False Advertising,Consumer Complaint
Street/Sidewalk,No Access,Blocked Driveway
,Noise: air condition/ventilation equipment (NV1),Noise
Street,Trees and Sidewalks Program,Root/Sewer/Sidewalk Condition
,Pothole,Street Condition
Commercial Building,Rat Sighting,Rodent
Street/Sidewalk,Car/Truck Music,Noise - Vehicle
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
,Street Light Out,Street Light Condition
,Controller,Traffic Signal Condition
Street,Out of Order,Broken Muni Meter
Street,Branch Cracked and Will Fall,Damaged Tree
Street,Branch Cracked and Will Fall,Damaged Tree
Residential,Graffiti,Graffiti
,Noise, Barking Dog (NR5),Noise
Street/Sidewalk,With License Plate,Derelict Vehicle
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Street/Sidewalk,Car/Truck Music,Noise - Vehicle
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
Street/Sidewalk,Blocked Sidewalk,Illegal Parking
Street/Sidewalk,No Access,Blocked Driveway
Street,One Way,Street Sign - Damaged
Restaurant/Bar/Deli/Bakery,1 or 2,Food Poisoning
Street,Branch or Limb Has Fallen Down,Damaged Tree
Street,Coin or Card Did Not Register,Broken Muni Meter
Residence,Rooster,Illegal Animal Kept as Pet
Street,No Receipt,Broken Muni Meter
Street,Coin or Card Did Not Register,Broken Muni Meter
1-2 Family Dwelling,Mouse Sighting,Rodent
Store/Commercial,Loud Music/Party,Noise - Commercial
Street/Sidewalk,Car/Truck Music,Noise - Vehicle
Street/Sidewalk,Loud Music/Party,Noise - Street/Sidewalk
,Noise: Construction Before/After Hours (NM1),Noise
Street,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition
Lot,E3A Dirty Area/Alleyway,Dirty Conditions
Other (Explain Below),Food Contaminated,Food Establishment
Street/Sidewalk,Blocked Sidewalk,Illegal Parking
Club/Bar/Restaurant,After Hours - Licensed Est,Drinking
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Sidewalk,E10 Obstruction (Street/Sidewalk),Other Enforcement
,Pothole,Street Condition
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Street/Sidewalk,Car/Truck Music,Noise - Vehicle
Street,No Receipt,Broken Muni Meter
Street/Sidewalk,With License Plate,Derelict Vehicle
,Noise: Alarms (NR3),Noise
Restaurant/Bar/Deli/Bakery,1 or 2,Food Poisoning
,Pothole,Street Condition
Street/Sidewalk,Partial Access,Blocked Driveway
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Street/Sidewalk,No Access,Blocked Driveway
Street/Sidewalk,Loud Music/Party,Noise - Street/Sidewalk
,Noise: Construction Before/After Hours (NM1),Noise
,Pothole,Street Condition
Street/Sidewalk,Loud Music/Party,Noise - Street/Sidewalk
Street/Sidewalk,Partial Access,Blocked Driveway
,Defective/Missing Curb Piece (SC4),Sewer
,Noise, Ice Cream Truck (NR4),Noise
Street,Do Not Enter,Street Sign - Missing
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
,Air: Smoke, Chimney or vent (AS1),Air Quality
1-2 Family Dwelling,Animal Odor,Unsanitary Animal Pvt Property
Street,Dead/Dying Tree,Dead Tree
,Leak (Use Comments) (WA2),Water System
Street/Sidewalk,Congestion/Gridlock,Traffic
Street/Sidewalk,Partial Access,Blocked Driveway
1-2 Family Dwelling,Mouse Sighting,Rodent
Street,Dead/Dying Tree,Dead Tree
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
,Hydrant Defective (WC2),Water System
,Elevator - Defective/Not Working,Elevator
Street,Defective Hardware,Street Condition
Street,Dead Branches in Tree,Overgrown Tree/Branches
Street/Sidewalk,Blocked Hydrant,Illegal Parking
,Pothole,Street Condition
,Noise, Ice Cream Truck (NR4),Noise
Park,Garbage or Litter,Maintenance or Facility
,Pothole,Street Condition
,Graffiti,Graffiti
Street,No Receipt,Broken Muni Meter
,Sewer Backup (Use Comments) (SA),Sewer
,Graffiti,Graffiti
Street/Sidewalk,Commercial Overnight Parking,Illegal Parking
Street,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition
Street,Defective Hardware,Street Condition
Street/Sidewalk,Loud Talking,Noise - Street/Sidewalk
Sidewalk,E3 Dirty Sidewalk,Dirty Conditions
,Driver Complaint,Taxi Complaint
Street,Defective Hardware,Street Condition
Street,Trees and Sidewalks Program,Root/Sewer/Sidewalk Condition
,Pothole,Street Condition
,Driver Complaint,Taxi Complaint
Residential Building,Smoking Violation,Smoking
Store/Commercial,Loud Music/Party,Noise - Commercial
,Pothole,Street Condition
,Pedestrian Signal,Traffic Signal Condition
Street/Sidewalk,No Access,Blocked Driveway
Street/Sidewalk,With License Plate,Derelict Vehicle
Street/Sidewalk,With License Plate,Derelict Vehicle
Street/Sidewalk,Loud Talking,Noise - Street/Sidewalk
Street,St Name - Attached to Pole,Street Sign - Damaged
Street,Out of Order,Broken Muni Meter
,Pothole,Street Condition
Street,St Name - Attached to Pole,Street Sign - Damaged
Street/Sidewalk,No Access,Blocked Driveway
,Driver Complaint,Taxi Complaint
Street,14 Derelict Vehicles,Derelict Vehicles
Vacant Lot,Rat Sighting,Rodent
Comercial,Graffiti,Graffiti
Street,14 Derelict Vehicles,Derelict Vehicles
3+ Family Apt. Building,Condition Attracting Rodents,Rodent
Street,Out of Order,Broken Muni Meter
Street/Sidewalk,Loud Music/Party,Noise - Street/Sidewalk
,Building Shaking/Vibrating/Structural Stability,General Construction/Plumbing
Street,Cave-in,Street Condition
Street,Out of Order,Broken Muni Meter
Street/Sidewalk,Commercial Overnight Parking,Illegal Parking
Street,Line/Marking - Faded,Street Condition
Street,Street Cleaning - ASP,Street Sign - Missing
Street/Sidewalk,Congestion/Gridlock,Traffic
,Noise: Alarms (NR3),Noise
Street,Timer Defect - Fast/Fail,Broken Muni Meter
,Chemical Spill/Release (HA1),Hazardous Materials
,Hydrant Leaking (WC1),Water System
Store/Commercial,Loud Music/Party,Noise - Commercial
Street,14 Derelict Vehicles,Derelict Vehicles
Street,Line/Marking - Faded,Street Condition
,Elevator - Defective/Not Working,Elevator
,Egress - Doors Locked/Blocked/Improper/No Secondary Means,General Construction/Plumbing
,Noise: air condition/ventilation equipment (NV1),Noise
Street/Sidewalk,Congestion/Gridlock,Traffic
Street,Cave-in,Street Condition
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
,Noise: Construction Before/After Hours (NM1),Noise
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
,False Advertising,Consumer Complaint
Street/Sidewalk,Engine Idling,Noise - Vehicle
Street,No Receipt,Broken Muni Meter
Street,Coin or Card Did Not Register,Broken Muni Meter
Park,Unlicensed Vendors,Violation of Park Rules
Sidewalk,Metal Protruding - Sign Stump,Sidewalk Condition
Street,Out of Order,Broken Muni Meter
Street,14 Derelict Vehicles,Derelict Vehicles
Street/Sidewalk,Blocked Sidewalk,Illegal Parking
Street,Coin or Card Did Not Register,Broken Muni Meter
Street,Branch Cracked and Will Fall,Damaged Tree
Street,No Receipt,Broken Muni Meter
Street,Cave-in,Street Condition
Street,15 Street Cond/Dump-Out/Drop-Off,Sanitation Condition
,Building Shaking/Vibrating/Structural Stability,General Construction/Plumbing
,Elevator - Defective/Not Working,Elevator
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
Street/Sidewalk,Loud Talking,Noise - Street/Sidewalk
Street,Out of Order,Broken Muni Meter
,Pothole,Street Condition
Club/Bar/Restaurant,Banging/Pounding,Noise - Commercial
,Pothole,Street Condition
Street/Sidewalk,No Access,Blocked Driveway
Street,Cave-in,Street Condition
,Driver Complaint,Taxi Complaint
,Noise: Construction Before/After Hours (NM1),Noise
Commercial Building,Rat Sighting,Rodent
,Pothole,Street Condition
,Sewer Backup (Use Comments) (SA),Sewer
,Catch Basin Clogged/Flooding (Use Comments) (SC),Sewer
Street/Sidewalk,No Access,Blocked Driveway
Lot,E3A Dirty Area/Alleyway,Dirty Conditions
Street,No Receipt,Broken Muni Meter
Street,No Parking, Standing, Stopping,Street Sign - Dangling
Street,Coin or Card Did Not Register,Broken Muni Meter
,Noise, Ice Cream Truck (NR4),Noise
Street,No Receipt,Broken Muni Meter
Street,No Parking, Standing, Stopping,Street Sign - Dangling
,Illegal Conversion Of Residential Building/Space,Building/Use
Street/Sidewalk,Congestion/Gridlock,Traffic
,Driver Complaint,Taxi Complaint
Street,Driver Complaint,Taxi Complaint
,Exchange/Refund/Return,Consumer Complaint
Street,Out of Order,Broken Muni Meter
Store/Commercial,Car/Truck Music,Noise - Commercial
Street,Driver Complaint,For Hire Vehicle Complaint
3+ Family Apartment Building,Chemical Vapors/Gases/Odors,Indoor Air Quality
Street/Sidewalk,With License Plate,Derelict Vehicle
Street/Sidewalk,Car/Truck Music,Noise - Vehicle
,Catch Basin Sunken/Damaged/Raised (SC1),Sewer
,Driver Complaint,Taxi Complaint
Highway,Litter,Highway Condition
Street/Sidewalk,No Access,Blocked Driveway
Street/Sidewalk,Car/Truck Music,Noise - Vehicle
Street/Sidewalk,Congestion/Gridlock,Traffic
,Pothole,Street Condition
Sidewalk,E2A Storage Of Receptacles,Other Enforcement
Street/Sidewalk,No Access,Blocked Driveway
Other (Explain Below),Permit/License/Certificate,Food Establishment
Street,14 Derelict Vehicles,Derelict Vehicles
Street,No Parking, Standing, Stopping,Street Sign - Missing
,Exchange/Refund/Return,Consumer Complaint
Street/Sidewalk,With License Plate,Derelict Vehicle
,Noise, Barking Dog (NR5),Noise
,Driver Complaint,Taxi Complaint
,Noise: Construction Before/After Hours (NM1),Noise
,Veh Signal Head,Traffic Signal Condition
Street,14 Derelict Vehicles,Derelict Vehicles
,Fence - None/Inadequate,General Construction/Plumbing
Residential Building/House,Neglected,Animal Abuse
,Driver Complaint,Taxi Complaint
Street,14 Derelict Vehicles,Derelict Vehicles
Street,14 Derelict Vehicles,Derelict Vehicles
,Noise: Construction Before/After Hours (NM1),Noise
3+ Family Apt. Building,Mouse Sighting,Rodent
,Unlicensed,Consumer Complaint
Street,14 Derelict Vehicles,Derelict Vehicles
Restaurant/Bar/Deli/Bakery,Food Worker Activity,Food Establishment
Street,14 Derelict Vehicles,Derelict Vehicles
Store/Commercial,Loud Music/Party,Noise - Commercial
Street/Sidewalk,No Access,Blocked Driveway
Street,14 Derelict Vehicles,Derelict Vehicles
Sidewalk,E15 Illegal Postering,Dirty Conditions
,Hydrant Knocked Over/Missing (WC),Water System
Street,Coin or Card Did Not Register,Broken Muni Meter
Store/Commercial,Loud Music/Party,Noise - Commercial
,Pothole,Street Condition
Street/Sidewalk,Blocked Sidewalk,Illegal Parking
,Pothole,Street Condition
,Driver Complaint,Taxi Complaint
,Pothole,Street Condition
,Pothole,Street Condition
,Manhole Cover Missing (Emergency) (SA3),Sewer
,Pothole,Street Condition
,Possible Water Main Break (Use Comments) (WA1),Water System
,Driver Complaint,Taxi Complaint
,Driver Complaint,Taxi Complaint
,Exchange/Refund/Return,Consumer Complaint
Street/Sidewalk,Commercial Overnight Parking,Illegal Parking
Street,No Receipt,Broken Muni Meter
,Pothole,Street Condition
Street/Sidewalk,Double Parked Blocking Vehicle,Illegal Parking
Street,No Receipt,Broken Muni Meter
Street/Sidewalk,Congestion/Gridlock,Traffic
Street/Sidewalk,No Access,Blocked Driveway
Street/Sidewalk,Loud Music/Party,Noise - Street/Sidewalk
,Exchange/Refund/Return,Consumer Complaint
,Pothole,Street Condition
Club/Bar/Restaurant,Loud Music/Party,Noise - Commercial
Street/Sidewalk,No Access,Blocked Driveway
Street/Sidewalk,Unauthorized Bus Layover,Illegal Parking
Street,Car Service Company Complaint,For Hire Vehicle Complaint
,Dirty Water (WE),Water System
,Pothole,Street Condition
Street,14 Derelict Vehicles,Derelict Vehicles
,Driver Complaint,Taxi Complaint
Street,Cave-in,Street Condition
Street/Sidewalk,Double Parked Blocking Traffic,Illegal Parking
,Catch Basin Clogged/Flooding (Use Comments) (SC),Sewer
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
Street,14 Derelict Vehicles,Derelict Vehicles
Street/Sidewalk,No Access,Blocked Driveway
Street/Sidewalk,Unlicensed,Vending
Street,Car Service Company Complaint,For Hire Vehicle Complaint
Street/Sidewalk,Blocked Hydrant,Illegal Parking
,Driver Complaint,Taxi Complaint
,Noise: Construction Before/After Hours (NM1),Noise
Street,Branch or Limb Has Fallen Down,Damaged Tree
Street,E4 18" Law,Dirty Conditions
Store/Commercial,Loud Music/Party,Noise - Commercial
,Noise: Construction Before/After Hours (NM1),Noise
Street/Sidewalk,No Access,Blocked Driveway
Street,Stop,Street Sign - Damaged
Street/Sidewalk,Blocked Sidewalk,Illegal Parking
Street,Tree Alive - in Poor Condition,Damaged Tree
,Driver Complaint,Taxi Complaint
Sidewalk,E3 Dirty Sidewalk,Dirty Conditions
3+ Family Apt. Building,Condition Attracting Rodents,Rodent
Park,Unauthorized Climbing,Violation of Park Rules
Street/Sidewalk,Commercial Overnight Parking,Illegal Parking
Park,Garbage or Litter,Maintenance or Facility
,Hydrant Defective (WC2),Water System
Street,Coin or Card Did Not Register,Broken Muni Meter
Street,Trees and Sidewalks Program,Root/Sewer/Sidewalk Condition
Sidewalk,E3 Dirty Sidewalk,Dirty Conditions
Street/Sidewalk,No Access,Blocked Driveway
,Driver Complaint,Taxi Complaint
,Leak (Use Comments) (WA2),Water System
Street,No Receipt,Broken Muni Meter
Street/Sidewalk,With License Plate,Derelict Vehicle
,Unsafe Chemical, Abandoned (HC2),Hazardous Materials
,Street Light Lamp Missing,Street Light Condition
Street,Hitting Power/Phone Lines,Overgrown Tree/Branches
Park,Unlicensed Vendors,Violation of Park Rules
Sidewalk,E2A Storage Of Receptacles,Other Enforcement
Street/Sidewalk,No Access,Blocked Driveway
Street,No Receipt,Broken Muni Meter
,Pothole,Street Condition
Street/Sidewalk,Commercial Overnight Parking,Illegal Parking
Park,Obstructing Public Use,Violation of Park Rules
Street/Sidewalk,No Access,Blocked Driveway
Street/Sidewalk,Loud Music/Party,Noise - Street/Sidewalk
,Catch Basin Clogged/Flooding (Use Comments) (SC),Sewer
Street,Driver Complaint,Taxi Complaint
Park,Dog Off Leash,Animal in a Park
,Possible Water Main Break (Use Comments) (WA1),Water System
Sidewalk,E3 Dirty Sidewalk,Dirty Conditions
Street/Sidewalk,Posted Parking Sign Violation,Illegal Parking
Park,Removing Wildlife,Animal in a Park
,Pothole,Street Condition
Street/Sidewalk,Blocked Hydrant,Illegal Parking
Street/Sidewalk,No Access,Blocked Driveway
,Illegal Tow,Consumer Complaint
Street/Sidewalk,Loud Music/Party,Noise - Street/Sidewalk
,Pothole,Street Condition
,Leak (Use Comments) (WA2),Water System
Street/Sidewalk,Commercial Overnight Parking,Illegal Parking
Street,No Receipt,Broken Muni Meter
Sidewalk,2 Bulk-Missed Collection,Missed Collection (All Materials)
,Noise, Barking Dog (NR5),Noise
Street/Sidewalk,No Access,Blocked Driveway
,Illegal Conversion Of Residential Building/Space,Building/Use
Park,Structure - Outdoors,Maintenance or Facility
,Air: Odor/Fumes, Vehicle Idling (AD3),Air Quality
,Pothole,Street Condition
Street,Trees and Sidewalks Program,Root/Sewer/Sidewalk Condition
,Clear Water With Other Particles (Use Comments) (QEZ),Water Quality
Street/Sidewalk,Congestion/Gridlock,Traffic
,Pothole,Street Condition
,Hydrant Running Full (WA4),Water System
,Adult Establishment,Special Projects Inspection Team (SPIT)
,Pothole,Street Condition
Residential Building/House,Neglected,Animal Abuse
,False Advertising,Consumer Complaint
Street,No Receipt,Broken Muni Meter
Street,Coin or Card Did Not Register,Broken Muni Meter
,Catch Basin Clogged/Flooding (Use Comments) (SC),Sewer
,Noise: Construction Before/After Hours (NM1),Noise
Street/Sidewalk,Neglected,Animal Abuse
Park,BBQ Outside Authorized Area,Violation of Park Rules
,Contract Dispute,Consumer Complaint
,Oil Spill Into Basin/Sewer - Large (IABL),Industrial Waste
,Graffiti,Graffiti
Street/Sidewalk,Blocked Sidewalk,Illegal Parking
Street,Trees and Sidewalks Program,Root/Sewer/Sidewalk Condition
Street/Sidewalk,Double Parked Blocking Traffic,Illegal Parking
,Noise: air condition/ventilation equipment (NV1),Noise
Street/Sidewalk,Blocked Sidewalk,Illegal Parking
,Driver Complaint,Taxi Complaint
Comercial,Graffiti,Graffiti
Street,Cave-in,Street Condition
Residential Building/House,Neglected,Animal Abuse
,Hydrant Running Full (WA4),Water System
Comercial,Graffiti,Graffiti
Street/Sidewalk,Double Parked Blocking Traffic,Illegal Parking
Store/Commercial,Loud Music/Party,Noise - Commercial
,No Certificate Of Occupancy/Illegal/Contrary To CO,Building/Use
Mixed Use,Graffiti,Graffiti
Street/Sidewalk,No Access,Blocked Driveway
Street,Out of Order,Broken Muni Meter
Park,Unauthorized Climbing,Violation of Park Rules
Street,No Receipt,Broken Muni Meter
Street and Sidewalk,Graffiti/Litter on Phone,Public Payphone Complaint
Street,Hitting Power/Phone Lines,Overgrown Tree/Branches
Street/Sidewalk,Car/Truck Music,Noise - Vehicle
,Pothole,Street Condition
,Unsafe Chemical, Storage (HC1),Hazardous Materials
Street,Graffiti,Broken Muni Meter
Street,No Receipt,Broken Muni Meter
Street,Hitting Power/Phone Lines,Overgrown Tree/Branches
Street/Sidewalk,With License Plate,Derelict Vehicle
,Pothole,Street Condition
Sidewalk,1R Missed Recycling-All Materials,Missed Collection (All Materials)
,Sewer Backup (Use Comments) (SA),Sewer
Store/Commercial,Loud Music/Party,Noise - Commercial
Street/Sidewalk,No Access,Blocked Driveway
Store/Commercial,Loud Music/Party,Noise - Commercial
Street,Graffiti,Broken Muni Meter
Street,No Receipt,Broken Muni Meter
,Leak (Use Comments) (WA2),Water System
Sidewalk,E8 Canine Violation,Dirty Conditions
Street,No Parking, Standing, Stopping,Street Sign - Damaged
